Name,Platform,Year_of_Release,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Critic_Score,Critic_Count,User_Score,User_Count,Rating,Critica_Profesional,Critica_Usuario,Tiene_Rating
Musashi: Samurai Legend,PS2,2005.0,Role-Playing,Atari,0.07,0.06,0.0,0.02,0.15,64.0,47.0,8.9,9.0,T,Sí,Sí,Sí
Darksiders,PC,2010.0,Action,THQ,0.07,0.06,0.0,0.02,0.15,83.0,18.0,7.7,609.0,M,Sí,Sí,Sí
Build-A-Bear Workshop: Welcome to Hugsville,DS,2010.0,Misc,Game Factory,0.14,0.0,0.0,0.01,0.15,,,,,E,No,No,Sí
The Oregon Trail,Wii,2011.0,Simulation,Crave Entertainment,0.14,0.0,0.0,0.01,0.15,,,,,,No,No,No
Pok\xc3\xa9mon: Johto Photo Finish: Game Boy Advance Video,GBA,2004.0,Misc,Nintendo,0.11,0.04,0.0,0.0,0.15,,,,,,No,No,No
F1 2001,PS2,2001.0,Racing,Electronic Arts,0.07,0.06,0.0,0.02,0.15,83.0,13.0,8.3,9.0,E,Sí,Sí,Sí
J-League Victory Goal,SAT,1995.0,Sports,Sega,0.0,0.0,0.15,0.0,0.15,,,,,,No,No,No
Top Gun: Combat Zones,GC,2002.0,Simulation,Titus,0.12,0.03,0.0,0.0,0.15,59.0,10.0,7.1,7.0,E,Sí,Sí,Sí
SpongeBos Truth or Square,DS,2009.0,Action,THQ,0.07,0.07,0.0,0.01,0.15,,,,,E,No,No,Sí
Countdown: The Game,DS,2009.0,Puzzle,Mindscape,0.0,0.14,0.0,0.01,0.15,,,,,,No,No,No
Spongebob Squarepants / Fairly Odd Parents Double Pack,GBA,2005.0,Action,THQ,0.11,0.04,0.0,0.0,0.15,,,,,,No,No,No
NHL 09,PS2,2008.0,Sports,Electronic Arts,0.07,0.06,0.0,0.02,0.15,,,7.6,7.0,E10+,No,Sí,Sí
History Civil War: Secret Missions,PS2,2008.0,Shooter,Activision,0.07,0.06,0.0,0.02,0.15,,,,,,No,No,No
Fantastic Four: Rise of the Silver Surfer,PS3,2007.0,Action,Take-Two Interactive,0.12,0.02,0.0,0.02,0.15,47.0,26.0,6.2,10.0,T,Sí,Sí,Sí
Dark Rift,N64,1997.0,Fighting,Vic Tokai,0.12,0.03,0.0,0.0,0.15,,,,,,No,No,No
Derby Stallion 64,N64,2001.0,Sports,Media Factory,0.0,0.0,0.15,0.0,0.15,,,,,,No,No,No
Doraemon 3: Nobi Dai no Machi SOS!,N64,2000.0,Platform,Epoch,0.0,0.0,0.09,0.06,0.15,,,,,,No,No,No
Space Station Silicon Valley,N64,1997.0,Adventure,Take-Two Interactive,0.12,0.03,0.0,0.0,0.15,,,,,,No,No,No
All-Star Baseball 2003,GC,2002.0,Sports,Acclaim Entertainment,0.12,0.03,0.0,0.0,0.15,83.0,16.0,8.0,6.0,E,Sí,Sí,Sí
Burger Island,Wii,2009.0,Action,Destineer,0.14,0.0,0.0,0.01,0.15,,,,,E,No,No,Sí
Cake Mania: In The Mix!,Wii,2008.0,Puzzle,Majesco Entertainment,0.14,0.0,0.0,0.01,0.15,,,,,,No,No,No
Space Invaders Extreme,DS,2008.0,Shooter,Square Enix,0.12,0.01,0.01,0.01,0.15,85.0,41.0,7.6,16.0,E,Sí,Sí,Sí
Famista Returns,3DS,2015.0,Sports,Namco Bandai Games,0.0,0.0,0.15,0.0,0.15,,,,,,No,No,No
Tai Fu: Wrath of the Tiger,PS,1998.0,Action,Activision,0.08,0.06,0.0,0.01,0.15,,,,,,No,No,No
Warriors Orochi 3,PS4,2014.0,Action,Tecmo Koei,0.04,0.05,0.04,0.02,0.15,,,,,,No,No,No
Rocky,X,2002.0,Fighting,Rage Software,0.11,0.03,0.0,0.01,0.15,74.0,22.0,7.3,6.0,T,Sí,Sí,Sí
Ford Racing 2,X,2003.0,Racing,Empire Interactive,0.11,0.03,0.0,0.01,0.15,62.0,11.0,,,E,Sí,No,Sí
Megamind: Ultimate Showdown,PS3,2010.0,Action,THQ,0.07,0.05,0.0,0.02,0.15,43.0,5.0,4.2,6.0,E10+,Sí,Sí,Sí
Castlevania: Lords of Shadow - Mirror of Fate,3DS,2013.0,Action,Konami Digital Entertainment,0.04,0.07,0.03,0.01,0.15,,,,,,No,No,No
Kids Learn Math: A+ Edition,DS,2011.0,Misc,Unknown,0.14,0.0,0.0,0.01,0.15,,,,,,No,No,No
Thor: God of Thunder,Wii,2011.0,Action,Sega,0.1,0.04,0.0,0.01,0.15,56.0,14.0,8.0,9.0,T,Sí,Sí,Sí
Rock Band: Metal Track Pack,X360,2009.0,Misc,MTV Games,0.14,0.0,0.0,0.01,0.15,,,,,T,No,No,Sí
Tetris Attack,SNES,1995.0,Puzzle,Nintendo,0.0,0.0,0.15,0.0,0.15,,,,,,No,No,No
BlazBlue: Chrono Phantasma Extend,PS4,2015.0,Action,PQube,0.07,0.03,0.02,0.02,0.15,80.0,10.0,7.7,31.0,T,Sí,Sí,Sí
Skylanders Giants,3DS,2012.0,Action,Activision,0.13,0.01,0.0,0.02,0.15,59.0,9.0,5.0,13.0,E10+,Sí,Sí,Sí
Petz: Dogz Talent Show,DS,2009.0,Simulation,Ubisoft,0.14,0.0,0.0,0.01,0.15,,,,,E,No,No,Sí
BloodRayne 2,X,2004.0,Shooter,THQ,0.11,0.03,0.0,0.01,0.15,71.0,35.0,8.5,4.0,M,Sí,Sí,Sí
Earth Defense Force 2025,X360,2013.0,Shooter,D3Publisher,0.06,0.03,0.05,0.01,0.15,68.0,25.0,8.1,63.0,M,Sí,Sí,Sí
Jaws Unleashed,X,2006.0,Action,THQ,0.11,0.03,0.0,0.01,0.15,51.0,29.0,6.2,9.0,M,Sí,Sí,Sí
Pro Yaky? Spirits 6,PS3,2009.0,Sports,Konami Digital Entertainment,0.0,0.0,0.15,0.0,0.15,,,,,,No,No,No
Star Trek: Voyager Elite Force,PS2,2001.0,Shooter,Codemasters,0.07,0.06,0.0,0.02,0.15,52.0,12.0,6.4,5.0,T,Sí,Sí,Sí
X-Men: The Official Game,GC,2006.0,Action,Activision,0.12,0.03,0.0,0.0,0.15,50.0,31.0,6.3,8.0,T,Sí,Sí,Sí
Brain Boost: Gamma Wave,DS,2005.0,Puzzle,505 Games,0.14,0.0,0.0,0.01,0.15,40.0,12.0,,,E,Sí,No,Sí
Chessmaster II,PS,1998.0,Strategy,Mindscape,0.08,0.06,0.0,0.01,0.15,,,,,,No,No,No
All-Star Baseball 2003,GBA,2002.0,Sports,Acclaim Entertainment,0.11,0.04,0.0,0.0,0.15,77.0,6.0,,,E,Sí,No,Sí
Scooby-Doo! Mystery Mayhem,X,2004.0,Action,THQ,0.11,0.03,0.0,0.01,0.15,,,,,,No,No,No
Major League Baseball 2K12,Wii,2012.0,Sports,Take-Two Interactive,0.14,0.0,0.0,0.01,0.15,,,,,E,No,No,Sí
Winning Post 4,PS,1999.0,Sports,Tecmo Koei,0.0,0.0,0.14,0.01,0.15,,,,,,No,No,No
Steep,XOne,2016.0,Sports,Ubisoft,0.08,0.06,0.0,0.01,0.15,74.0,15.0,6.6,50.0,T,Sí,Sí,Sí
187: Ride or Die,PS2,2005.0,Racing,Ubisoft,0.07,0.06,0.0,0.02,0.15,52.0,33.0,6.8,12.0,M,Sí,Sí,Sí
Skylanders Imaginators,XOne,2016.0,Platform,Activision,0.09,0.05,0.0,0.01,0.15,78.0,14.0,5.3,9.0,E10+,Sí,Sí,Sí
Curious George,GC,2006.0,Action,Namco Bandai Games,0.11,0.03,0.0,0.0,0.15,,,,,,No,No,No
Zetta Hero Project: Unlosing Ranger vs. Darkdeath Evilman,PSP,2010.0,Role-Playing,Nippon Ichi Software,0.07,0.0,0.06,0.01,0.15,,,,,,No,No,No
Karaoke Revolution Glee: Volume 3,X360,2011.0,Misc,Konami Digital Entertainment,0.14,0.0,0.0,0.01,0.15,,,,,T,No,No,Sí
Strawberry Shortcake: Game Boy Advance Video Volume 1,GBA,2004.0,Misc,Majesco Entertainment,0.11,0.04,0.0,0.0,0.15,,,,,,No,No,No
Geist,GC,2005.0,Adventure,Nintendo,0.11,0.03,0.0,0.0,0.15,66.0,43.0,8.5,24.0,M,Sí,Sí,Sí
eJay Clubworld,PS2,2002.0,Misc,Empire Interactive,0.07,0.06,0.0,0.02,0.15,69.0,5.0,8.6,10.0,E,Sí,Sí,Sí
Cardinal Syn,PS,1998.0,Fighting,Sony Computer Entertainment,0.08,0.06,0.0,0.01,0.15,,,,,,No,No,No
The Incredibles: Rise of the Underminer,DS,2005.0,Action,THQ,0.13,0.01,0.0,0.01,0.15,54.0,6.0,,,E10+,Sí,No,Sí
Life is Strange,XOne,2016.0,Adventure,Square Enix,0.11,0.03,0.0,0.01,0.15,85.0,4.0,8.7,128.0,M,Sí,Sí,Sí
Street Fighter Alpha 3,GBA,2002.0,Fighting,Capcom,0.11,0.04,0.0,0.0,0.15,83.0,17.0,7.8,10.0,T,Sí,Sí,Sí
Deadly Premonition,PS3,2010.0,Action,Rising Star Games,0.08,0.04,0.0,0.02,0.15,,,,,,No,No,No
Final Fantasy XIV: Heavensward,PS4,2015.0,Action,Square Enix,0.0,0.07,0.06,0.01,0.15,86.0,20.0,7.5,228.0,T,Sí,Sí,Sí
Mobile Suit Gundam Side Story III: Sabakareshi Mono,SAT,1997.0,Shooter,Namco Bandai Games,0.0,0.0,0.15,0.0,0.15,,,,,,No,No,No
Deponia,PC,2012.0,Adventure,Daedalic,0.0,0.13,0.0,0.02,0.15,74.0,33.0,8.2,313.0,,Sí,Sí,No
Super Street Fighter II,GEN,1993.0,Fighting,Capcom,0.0,0.0,0.15,0.0,0.15,,,,,,No,No,No
Metal Gear Solid: Peace Walker HD Edition,PS3,2011.0,Action,Konami Digital Entertainment,0.0,0.0,0.15,0.0,0.15,,,8.0,61.0,T,No,Sí,Sí
Battle Stadium D.O.N,PS2,2006.0,Fighting,Namco Bandai Games,0.0,0.0,0.15,0.0,0.15,,,,,,No,No,No
Ridge Racer DS,DS,2004.0,Racing,Namco Bandai Games,0.14,0.0,0.0,0.01,0.15,63.0,35.0,6.7,7.0,E,Sí,Sí,Sí
High Velocity Bowling,PS3,2010.0,Sports,Sony Computer Entertainment,0.13,0.0,0.0,0.01,0.15,66.0,14.0,8.1,23.0,E10+,Sí,Sí,Sí
The Quest Trio,DS,2008.0,Puzzle,Avanquest,0.13,0.0,0.0,0.01,0.15,,,,,E,No,No,Sí
No.1 Muscle Ranking - Kinniku Banzuke Vol. 2: Aratanarugenkai Enochousen!,PS,2000.0,Sports,Konami Digital Entertainment,0.0,0.0,0.14,0.01,0.15,,,,,,No,No,No
Brain Boost: Beta Wave,DS,2005.0,Puzzle,505 Games,0.14,0.0,0.0,0.01,0.15,39.0,12.0,2.5,4.0,E,Sí,Sí,Sí
Power Pro Kun Pocket 9,DS,2006.0,Sports,Konami Digital Entertainment,0.0,0.0,0.15,0.0,0.15,,,,,,No,No,No
Armored Core: For Answer,X360,2008.0,Simulation,Ubisoft,0.06,0.01,0.07,0.01,0.15,64.0,22.0,7.7,38.0,T,Sí,Sí,Sí
Shenmue II,DC,2001.0,Adventure,Sega,0.0,0.0,0.15,0.0,0.15,88.0,9.0,9.4,203.0,T,Sí,Sí,Sí
Major League Baseball 2K8,PS2,2008.0,Sports,Bethesda Softworks,0.07,0.06,0.0,0.02,0.15,,,6.5,4.0,E,No,Sí,Sí
Capcom Classics Collection,X,2005.0,Misc,Capcom,0.11,0.03,0.0,0.01,0.15,81.0,23.0,,,T,Sí,No,Sí
Blazing Angels 2: Secret Missions of WWII,PS3,2007.0,Simulation,Ubisoft,0.1,0.03,0.0,0.02,0.15,70.0,10.0,7.2,12.0,T,Sí,Sí,Sí
Fugitive Hunter: War on Terror,PS2,2003.0,Shooter,Play It,0.07,0.06,0.0,0.02,0.15,35.0,15.0,5.0,23.0,M,Sí,Sí,Sí
The Incredible Hulk: Ultimate Destruction,GC,2005.0,Action,Vivendi Games,0.11,0.03,0.0,0.0,0.15,84.0,30.0,8.5,15.0,T,Sí,Sí,Sí
Candace Kanes Candy Factory,Wii,2008.0,Action,Destineer,0.14,0.0,0.0,0.01,0.15,,,,,E,No,No,Sí
Prince of Persia: The Two Thrones,GC,2005.0,Action,Ubisoft,0.11,0.03,0.0,0.0,0.15,84.0,34.0,8.1,22.0,M,Sí,Sí,Sí
Ore no Imouto ga Konna ni Kawaii wake ga Nai Portable,PSP,2011.0,Adventure,Banpresto,0.0,0.0,0.15,0.0,0.15,,,,,,No,No,No
Pac-Man World 3,X,2005.0,Platform,Namco Bandai Games,0.11,0.04,0.0,0.01,0.15,65.0,16.0,,,E,Sí,No,Sí
SNK Arcade Classics Vol. 1,PSP,2008.0,Misc,Ignition Entertainment,0.13,0.0,0.01,0.01,0.15,68.0,13.0,,,T,Sí,No,Sí
PaRappa The Rapper,PSP,2006.0,Misc,Sony Computer Entertainment,0.11,0.0,0.02,0.02,0.15,67.0,43.0,5.2,16.0,E,Sí,Sí,Sí
Phantasy Star Online Episode I & II,X,2003.0,Role-Playing,Sega,0.11,0.03,0.0,0.01,0.15,,,,,,No,No,No
All-Star Baseball 2005,X,2004.0,Sports,Acclaim Entertainment,0.11,0.03,0.0,0.01,0.15,75.0,31.0,8.8,12.0,E,Sí,Sí,Sí
Sam & Max: Season One,Wii,2008.0,Adventure,JoWood Productions,0.13,0.01,0.0,0.01,0.15,,,,,,No,No,No
Backyard Sports: Sandlot Sluggers,Wii,2010.0,Sports,Atari,0.14,0.0,0.0,0.01,0.15,,,,,E,No,No,Sí
Yakuza: Ishin,PS4,2014.0,Action,Sega,0.0,0.0,0.15,0.0,0.15,,,,,,No,No,No
Batman Begins,GC,2005.0,Action,Electronic Arts,0.11,0.03,0.0,0.0,0.15,66.0,38.0,7.2,10.0,T,Sí,Sí,Sí
Nancy Drew: The White Wolf of Icicle Creek,Wii,2008.0,Adventure,Sega,0.14,0.0,0.0,0.01,0.15,67.0,9.0,,,E,Sí,No,Sí
Toy Story Racer,PS,2001.0,Racing,Activision,0.08,0.06,0.0,0.01,0.15,76.0,8.0,8.7,9.0,E,Sí,Sí,Sí
Disney's Donald Duck: Goin Quackers,PS,2000.0,Platform,Ubisoft,0.08,0.06,0.0,0.01,0.15,65.0,4.0,7.0,10.0,E,Sí,Sí,Sí
Hoppechan: Tsukutte! Asonde! Punipuni Town!!,3DS,2013.0,Action,Nippon Columbia,0.0,0.0,0.15,0.0,0.15,,,,,,No,No,No
Mobile Suit Gundam: Perfect One Year War,PS,1997.0,Strategy,Namco Bandai Games,0.0,0.0,0.14,0.01,0.15,,,,,,No,No,No
Galerians,PS,1999.0,Adventure,Crave Entertainment,0.08,0.06,0.0,0.01,0.15,,,,,,No,No,No
Ys: The Oath in Felghana,PSP,2010.0,Role-Playing,Falcom Corporation,0.09,0.0,0.04,0.01,0.15,80.0,25.0,8.3,57.0,T,Sí,Sí,Sí
Crash: Twinsanity,X,2004.0,Platform,Vivendi Games,0.11,0.03,0.0,0.01,0.15,66.0,30.0,8.7,29.0,E,Sí,Sí,Sí
Pro Evolution Soccer 2015,XOne,2014.0,Sports,Konami Digital Entertainment,0.03,0.1,0.0,0.01,0.15,79.0,9.0,7.3,65.0,E,Sí,Sí,Sí
NHL 2K10,X360,2009.0,Sports,Take-Two Interactive,0.11,0.02,0.0,0.01,0.15,69.0,31.0,7.6,16.0,E10+,Sí,Sí,Sí
DrumMania,PS2,2000.0,Simulation,Konami Digital Entertainment,0.0,0.0,0.15,0.0,0.15,,,,,,No,No,No
Batman: Return to Arkham,XOne,2016.0,Action,Warner Bros. Interactive Entertainment,0.07,0.06,0.0,0.01,0.15,77.0,6.0,8.2,44.0,T,Sí,Sí,Sí
Yu-Gi-Oh! Nightmare Troubadour (US sales),DS,2005.0,Action,Konami Digital Entertainment,0.15,0.0,0.0,0.0,0.15,,,,,,No,No,No
Soldier of Fortune: Payback,PS3,2007.0,Shooter,Activision,0.12,0.02,0.0,0.01,0.15,50.0,14.0,5.4,13.0,M,Sí,Sí,Sí
Tamagotchi no Narikiri Channel,DS,2009.0,Role-Playing,Namco Bandai Games,0.0,0.0,0.15,0.0,0.15,,,,,,No,No,No
Power Pro Kun Pocket 1+2,GBA,2004.0,Sports,Konami Digital Entertainment,0.0,0.0,0.14,0.0,0.15,,,,,,No,No,No
Arena Football,X,2006.0,Sports,Electronic Arts,0.11,0.03,0.0,0.01,0.15,65.0,17.0,8.5,10.0,E10+,Sí,Sí,Sí
Medal of Honor: Infiltrator,GBA,2003.0,Shooter,Electronic Arts,0.11,0.04,0.0,0.0,0.15,80.0,19.0,7.2,12.0,T,Sí,Sí,Sí
Blazing Dragons,PS,1996.0,Adventure,Crystal Dynamics,0.08,0.06,0.0,0.01,0.15,,,,,,No,No,No
Victorious: Hollywood Arts Debut,DS,2011.0,Misc,D3Publisher,0.13,0.01,0.0,0.01,0.15,,,,,E,No,No,Sí
The Wizard of Oz: Beyond The Yellow Brick Road,DS,2008.0,Role-Playing,D3Publisher,0.13,0.0,0.0,0.01,0.15,68.0,18.0,6.0,4.0,E,Sí,Sí,Sí
Just Cause 3,PC,2015.0,Action,Square Enix,0.03,0.11,0.0,0.01,0.15,74.0,50.0,5.3,539.0,M,Sí,Sí,Sí
The Walking Dead: Season One,PSV,2013.0,Adventure,Square Enix,0.1,0.0,0.01,0.03,0.15,,,,,,No,No,No
Baseball Blast!,Wii,2009.0,Sports,Take-Two Interactive,0.14,0.0,0.0,0.01,0.15,,,,,,No,No,No
Super Monkey Ball Deluxe,X,2005.0,Misc,Sega,0.11,0.03,0.0,0.01,0.15,81.0,25.0,8.2,9.0,E,Sí,Sí,Sí
Shin Megami Tensei: Devil Summoner - Soul Hackers,PS,1999.0,Role-Playing,Atlus,0.0,0.0,0.14,0.01,0.15,,,,,,No,No,No
The Cursed Crusade,X360,2011.0,Action,DTP Entertainment,0.08,0.05,0.0,0.01,0.15,39.0,27.0,4.4,29.0,M,Sí,Sí,Sí
Shin Chan: \xc2\xa1Aventuras de Cine!,DS,2008.0,Platform,505 Games,0.0,0.0,0.15,0.0,0.15,,,,,,No,No,No
Jurassic: The Hunted,Wii,2009.0,Shooter,Activision,0.14,0.0,0.0,0.01,0.15,,,,,T,No,No,Sí
Charm Girls Club: Pajama Party,Wii,2009.0,Misc,Electronic Arts,0.14,0.0,0.0,0.01,0.15,,,,,E,No,No,Sí
SpongeBos Boating Bash,DS,2010.0,Misc,THQ,0.13,0.0,0.0,0.01,0.15,,,,,E,No,No,Sí
Active Life Explorer,Wii,2010.0,Sports,Namco Bandai Games,0.14,0.0,0.0,0.01,0.15,,,,,E,No,No,Sí
White Knight Chronicles: Origins,PSP,2011.0,Role-Playing,Sony Computer Entertainment,0.0,0.04,0.09,0.02,0.15,,,,,,No,No,No
Tamagotchi Collection,DS,2011.0,Misc,Namco Bandai Games,0.0,0.0,0.15,0.0,0.15,,,,,,No,No,No
Jewel Quest Solitaire,DS,2009.0,Puzzle,GSP,0.0,0.13,0.0,0.02,0.15,,,,,,No,No,No
Derby Stallion Gold,3DS,2014.0,Sports,Kadokawa Shoten,0.0,0.0,0.15,0.0,0.15,,,,,,No,No,No
Rayman Origins,3DS,2012.0,Platform,Ubisoft,0.06,0.08,0.0,0.01,0.15,71.0,8.0,6.2,66.0,E10+,Sí,Sí,Sí
Barbie Superpack: Secret Agent / Groovy Games,GBA,2005.0,Misc,Vivendi Games,0.1,0.04,0.0,0.0,0.15,,,,,,No,No,No
Turbo Prop Racing,PS,1997.0,Racing,Sony Computer Entertainment,0.08,0.06,0.0,0.01,0.15,,,,,,No,No,No
Tom Clancys Ghost Recon,GC,2003.0,Shooter,Ubisoft,0.11,0.03,0.0,0.0,0.15,59.0,15.0,5.4,17.0,M,Sí,Sí,Sí
Pac-Man Party 3D,3DS,2011.0,Misc,Namco Bandai Games,0.09,0.04,0.0,0.01,0.15,43.0,11.0,5.4,11.0,E,Sí,Sí,Sí
Dance Dance Revolution (North America),PS,2001.0,Simulation,Konami Digital Entertainment,0.08,0.06,0.0,0.01,0.15,,,,,,No,No,No
Darkstalkers Chronicle: The Chaos Tower,PSP,2004.0,Fighting,Capcom,0.13,0.0,0.0,0.01,0.15,74.0,27.0,7.9,25.0,T,Sí,Sí,Sí
Terraria,PC,2011.0,Action,506 Games,0.0,0.13,0.0,0.01,0.15,83.0,29.0,8.5,1625.0,T,Sí,Sí,Sí
Ben 10 Galactic Racing,3DS,2011.0,Racing,D3Publisher,0.07,0.07,0.0,0.01,0.15,,,,,E,No,No,Sí
Bakugan Battle Brawlers: Defenders of the Core,X360,2010.0,Action,Activision,0.11,0.02,0.0,0.01,0.15,62.0,10.0,,,E10+,Sí,No,Sí
Mad Dash Racing,X,2001.0,Racing,Eidos Interactive,0.11,0.03,0.0,0.01,0.15,65.0,21.0,7.7,6.0,T,Sí,Sí,Sí
WWE 13,Wii,2012.0,Action,THQ,0.11,0.02,0.0,0.01,0.15,74.0,4.0,6.0,9.0,T,Sí,Sí,Sí
Summon Night 5,PSP,2013.0,Role-Playing,Namco Bandai Games,0.0,0.0,0.15,0.0,0.15,74.0,7.0,8.3,6.0,T,Sí,Sí,Sí
MotoGP 2: Ultimate Racing Technology,PS2,2001.0,Racing,Sony Computer Entertainment,0.07,0.06,0.0,0.02,0.15,,,,,,No,No,No
Black Rock Shooter: The Game,PSP,2011.0,Role-Playing,NIS America,0.0,0.0,0.15,0.0,0.15,66.0,19.0,7.2,39.0,T,Sí,Sí,Sí
BMX XXX,PS2,2002.0,Sports,Acclaim Entertainment,0.07,0.06,0.0,0.02,0.15,54.0,14.0,4.4,18.0,M,Sí,Sí,Sí
Dragon Ball Z: Idainaru Dragon Ball Densetsu,SAT,1995.0,Fighting,Namco Bandai Games,0.0,0.0,0.15,0.0,0.15,,,,,,No,No,No
Sonic Advance & Sonic Pinball Party Combo Pack,GBA,2005.0,Misc,Sega,0.1,0.04,0.0,0.0,0.15,,,,,,No,No,No
Boktai: The Sun is in Your Hand,GBA,2003.0,Role-Playing,Konami Digital Entertainment,0.1,0.04,0.0,0.0,0.15,83.0,31.0,9.6,16.0,E,Sí,Sí,Sí
Making History: The Great War,Wii,2010.0,Strategy,Namco Bandai Games,0.0,0.0,0.15,0.0,0.15,,,,,,No,No,No
Guilty Gear X2 #Reload,X,2004.0,Fighting,Zoo Digital Publishing,0.11,0.03,0.0,0.01,0.15,86.0,34.0,7.6,12.0,T,Sí,Sí,Sí
Wizardry VII: Gadeia no Houshu,PS,1995.0,Role-Playing,Sony Computer Entertainment,0.0,0.0,0.14,0.01,0.15,,,,,,No,No,No
F1 2012,PC,2012.0,Racing,Codemasters,0.01,0.11,0.0,0.02,0.15,80.0,15.0,6.9,115.0,E,Sí,Sí,Sí
NBA Ballers: Chosen One,PS3,2008.0,Sports,Midway Games,0.13,0.0,0.0,0.02,0.15,54.0,23.0,6.5,4.0,E,Sí,Sí,Sí
Elf: The Movie,GBA,2004.0,Action,Crave Entertainment,0.1,0.04,0.0,0.0,0.15,,,,,E,No,No,Sí
MLB SlugFest 20-03,GC,2002.0,Sports,Midway Games,0.11,0.03,0.0,0.0,0.15,80.0,10.0,7.5,4.0,E,Sí,Sí,Sí
Tiger Woods PGA Tour,DS,2004.0,Sports,Electronic Arts,0.13,0.0,0.0,0.01,0.14,64.0,21.0,7.4,7.0,E,Sí,Sí,Sí
Tamagotchi no Appare! Niji Venture,DS,2007.0,Role-Playing,Namco Bandai Games,0.0,0.0,0.14,0.0,0.14,,,,,,No,No,No
Ultimate Board Game Collection,Wii,2007.0,Misc,Xplosiv,0.13,0.0,0.0,0.01,0.14,,,,,E,No,No,Sí
Grabbed by the Ghoulies,X,2003.0,Action,Microsoft Game Studios,0.11,0.03,0.0,0.01,0.14,66.0,42.0,7.3,29.0,E,Sí,Sí,Sí
Cars: Mater-National Championship,X360,2007.0,Racing,THQ,0.13,0.0,0.0,0.01,0.14,58.0,9.0,7.8,6.0,E,Sí,Sí,Sí
Rayman Raving Rabbids,DS,2007.0,Misc,Ubisoft,0.13,0.01,0.0,0.01,0.14,56.0,13.0,6.1,8.0,E,Sí,Sí,Sí
Shadow Hearts: From The New World,PS2,2005.0,Role-Playing,Ghostlight,0.07,0.06,0.0,0.02,0.14,76.0,42.0,8.1,34.0,T,Sí,Sí,Sí
CSI: 3 Dimensions of Murder,PS2,2007.0,Adventure,Ubisoft,0.07,0.06,0.0,0.02,0.14,,,,,M,No,No,Sí
Barbarian,PS2,2002.0,Fighting,Titus,0.07,0.06,0.0,0.02,0.14,63.0,22.0,,,T,Sí,No,Sí
Rubiks World,Wii,2008.0,Puzzle,Game Factory,0.12,0.01,0.0,0.01,0.14,64.0,9.0,,,E,Sí,No,Sí
Tennis no Oji-Sama: Aim at The Victory!,GBA,2002.0,Sports,Konami Digital Entertainment,0.0,0.0,0.14,0.0,0.14,,,,,,No,No,No
L.A. Rush,X,2005.0,Racing,Midway Games,0.11,0.03,0.0,0.01,0.14,59.0,36.0,3.0,4.0,T,Sí,Sí,Sí
Record of Agarest War 2,PS3,2010.0,Role-Playing,Compile Heart,0.09,0.0,0.04,0.01,0.14,56.0,6.0,7.2,36.0,T,Sí,Sí,Sí
QuickSpot,DS,2006.0,Misc,Namco Bandai Games,0.01,0.0,0.13,0.0,0.14,68.0,18.0,,,E10+,Sí,No,Sí
"Lunar 2: Eternal Blue(sales, but wrong system)",GEN,1994.0,Role-Playing,Game Arts,0.0,0.0,0.14,0.0,0.14,,,,,,No,No,No
Pipe Dreams 3D,PS,2001.0,Puzzle,Empire Interactive,0.08,0.05,0.0,0.01,0.14,,,,,E,No,No,Sí
Spider-Man: Friend or Foe,Wii,2007.0,Action,Activision,0.13,0.0,0.0,0.01,0.14,59.0,29.0,8.0,6.0,E10+,Sí,Sí,Sí
Fox Sports Golf 99,PS,1997.0,Sports,Gremlin Interactive Ltd,0.08,0.05,0.0,0.01,0.14,,,,,,No,No,No
Power Rangers: Super Legends,PS2,2007.0,Action,Disney Interactive Studios,0.07,0.06,0.0,0.02,0.14,,,3.0,5.0,E10+,No,Sí,Sí
Jurassic: The Hunted,PS2,2009.0,Shooter,Activision,0.07,0.06,0.0,0.02,0.14,,,,,T,No,No,Sí
Sakura Wars G,G,2000.0,Adventure,Media Factory,0.0,0.0,0.14,0.0,0.14,,,,,,No,No,No
Shining Force CD,SCD,1994.0,Strategy,Sega,0.0,0.0,0.14,0.0,0.14,,,,,,No,No,No
Brothers: A Tale of Two Sons,PS4,2015.0,Adventure,505 Games,0.04,0.08,0.0,0.02,0.14,81.0,10.0,8.5,78.0,T,Sí,Sí,Sí
Rayman 3,GBA,2003.0,Platform,Ubisoft,0.1,0.04,0.0,0.0,0.14,83.0,21.0,7.8,8.0,E,Sí,Sí,Sí
Fatal Frame,PS2,2001.0,Action,Wanadoo,0.07,0.06,0.0,0.02,0.14,74.0,22.0,8.9,73.0,T,Sí,Sí,Sí
The Fifth Element,PS,1998.0,Action,Sony Computer Entertainment,0.08,0.05,0.0,0.01,0.14,,,,,,No,No,No
Cave Story 3D,3DS,2011.0,Platform,Nippon Ichi Software,0.09,0.03,0.01,0.01,0.14,82.0,29.0,7.7,72.0,E10+,Sí,Sí,Sí
Okaeri! Chibi-Robo! Happy Richie Oosouji,DS,2009.0,Adventure,Nintendo,0.0,0.0,0.14,0.0,0.14,,,,,,No,No,No
Wild ARMs 4,PS2,2005.0,Role-Playing,505 Games,0.07,0.06,0.0,0.02,0.14,69.0,38.0,6.9,18.0,T,Sí,Sí,Sí
Syndicate,PS3,2012.0,Shooter,EA Games,0.07,0.06,0.0,0.02,0.14,75.0,29.0,6.5,106.0,M,Sí,Sí,Sí
